Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-05,2020,11,5,,11.8,,0.7,,6.3,,11.7,,0,,0,T,0,,0,T,,,21,,61,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-06,2020,11,6,,15.8,,10.7,,13.3,,4.7,,0,,0,,0,,0,,,,22,,45,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-07,2020,11,7,,18.1,,3.9,,11,,7,,0,,0,,0,,0,,,,31,,42,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-08,2020,11,8,,7.1,,3.9,,5.5,,12.5,,0,,0,,0,,0,,,,,M,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-09,2020,11,9,,16.2,,6.6,,11.4,,6.6,,0,,0,,0,,0,,,,,,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-10,2020,11,10,,20.9,,7.7,,14.3,,3.7,,0,,0,,0,,0,,,,23,,33,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-11,2020,11,11,,17.7,,9.5,,13.6,,4.4,,0,,0,,0,,0,,,,22,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-12,2020,11,12,,18.2,,6.2,,12.2,,5.8,,0,,5.5,,0,,5.5,,,,24,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-13,2020,11,13,,7,,1.4,,4.2,,13.8,,0,,6.1,,0,,6.1,,,,6,,33,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-14,2020,11,14,,5.4,,2.3,,3.9,,14.1,,0,,1,,0,,1,,,,32,,41,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-15,2020,11,15,,4,,-1.3,,1.4,,16.6,,0,,0,,0,,0,,,,32,,46,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-16,2020,11,16,,12,,2.8,,7.4,,10.6,,0,,23.6,,0,,23.6,,,,15,,68,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-17,2020,11,17,,6.7,,-1.4,,2.7,,15.3,,0,,0,,0,,0,,,,26,,35,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-18,2020,11,18,,0.1,,-4.6,,-2.3,,20.3,,0,,0,,0,,0,,,,31,,45,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-19,2020,11,19,,5.5,,-5.6,,-0.1,,18.1,,0,,0,,0,,0,,,,22,,37,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-20,2020,11,20,,10.6,,5.5,,8.1,,9.9,,0,,0,T,0,,0,T,,,23,,42,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-21,2020,11,21,,14,,-2.2,,5.9,,12.1,,0,,0,,0,,0,,,,29,,45,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-22,2020,11,22,,2.1,,-3.5,,-0.7,,18.7,,0,,0,,0,,0,,,,,M,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-23,2020,11,23,,15.2,,-0.8,,7.2,,10.8,,0,,21.4,,0,,21.4,,,,17,,76,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-24,2020,11,24,,7,,-5.8,,0.6,,17.4,,0,,,M,,M,0.4,,,,29,,74,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-25,2020,11,25,,4.3,,-8,,-1.9,,19.9,,0,,,M,,M,0.4,,,,31,,32,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-26,2020,11,26,,11.9,,4.5,,8.2,,9.8,,0,,,M,,M,5.6,,,,19,,37,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-27,2020,11,27,,13.6,,8.2,,10.9,,7.1,,0,,,M,,M,6.8,,,,17,,50,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-28,2020,11,28,,,M,,M,,M,,M,,M,,M,,M,0.4,,,,,M,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-29,2020,11,29,,6.8,,0.4,,3.6,,14.4,,0,,,M,,M,0,,,,31,,42,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-11-30,2020,11,30,,10.8,,-1,,4.9,,13.1,,0,,,M,,M,0,,,,13,,65,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-01,2020,12,1,,15.3,,10.6,,13,,5,,0,,,M,,M,4.6,,,,16,,76,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-02,2020,12,2,,15,,5.4,,10.2,,7.8,,0,,,M,,M,7.6,,,,16,,76,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-03,2020,12,3,,7.5,,0.2,,3.9,,14.1,,0,,,M,,M,0,,,,25,,37,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-04,2020,12,4,,10,,2.3,,6.2,,11.8,,0,,,M,,M,1.5,,,,21,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-05,2020,12,5,,13.9,,8.1,,11,,7,,0,,,M,,M,32.8,,,,12,,98,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-06,2020,12,6,,10.5,,0.8,,5.7,,12.3,,0,,,M,,M,1.6,,,,18,,65,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-07,2020,12,7,,2.6,,-1.8,,0.4,,17.6,,0,,,M,,M,0,T,0,T,26,,42,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-08,2020,12,8,,,M,,M,,M,,M,,M,,M,,M,0,T,0,T,35,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-09,2020,12,9,,1.5,,-1.8,,-0.2,,18.2,,0,,0,,0,T,0,T,0,T,32,,39,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-10,2020,12,10,,,M,,M,,M,,M,,M,0,,9.6,,11.8,,5,,32,,46,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-11,2020,12,11,,1.5,,-2,,-0.3,,18.3,,0,,0.2,,0,,0.2,,6,,33,,39,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-12,2020,12,12,,3.8,,0,,1.9,,16.1,,0,,4.6,,0,T,4.6,,2,,11,,37,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-13,2020,12,13,,10.1,,1.2,,5.7,,12.3,,0,,12.4,,0,,12.4,,,,12,,50,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-14,2020,12,14,,7.8,,0.6,,4.2,,13.8,,0,,0,,0,T,0,T,,,,,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-15,2020,12,15,,0.7,,-9.5,,-4.4,,22.4,,0,,0,,0.8,,0.2,,0,T,29,,74,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-16,2020,12,16,,,M,,M,,M,,M,,M,0,,0,T,0,T,0,T,30,,54,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-17,2020,12,17,,-3.3,,-11.1,,-7.2,,25.2,,0,,0,,20,,18.2,,6,E,6,,42,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-18,2020,12,18,,0.3,,-3.2,,-1.5,,19.5,,0,,0,,2.2,,2,,15,,1,,58,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-19,2020,12,19,,-0.2,,-2.8,,-1.5,,19.5,,0,,0,,0,T,0,T,11,,35,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-20,2020,12,20,,0.6,,-3.7,,-1.6,,19.6,,0,,0,,0.2,,0.2,,9,E,,M,,M
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-21,2020,12,21,,8.8,,0.9,,4.9,,13.1,,0,,20.2,,0,,20.2,,4,,15,,33,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-22,2020,12,22,,,M,,M,,M,,M,,M,2.2,,0.2,,2.4,,1,,30,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-23,2020,12,23,,-0.1,,-9.3,,-4.7,,22.7,,0,,0,,1.2,,0.6,,1,,32,,63,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-24,2020,12,24,,8.5,,-9.2,,-0.4,,18.4,,0,,0,T,0,,0,T,,,15,,48,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-25,2020,12,25,,13.4,,8.9,,11.2,,6.8,,0,,0.4,,0,,0.4,,,,16,,76,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-26,2020,12,26,,,M,,M,,M,,M,,M,6.8,,2.2,,9,,1,E,13,,91,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-27,2020,12,27,,1.9,,-5.2,,-1.7,,19.7,,0,,0,,0,,0,,1,,22,,41,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-28,2020,12,28,,6.1,,-6.5,,-0.2,,18.2,,0,,0.3,,0,,0.3,,1,,15,,39,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-29,2020,12,29,,6.8,,-7.4,,-0.3,,18.3,,0,,8.1,,0,T,8.1,,,,32,,67,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-30,2020,12,30,,-1.6,,-7.3,,-4.5,,22.5,,0,,0,,0,,0,,,,29,,58,
-63.51,44.88,HALIFAX STANFIELD INT'L A,8202251,2020-12-31,2020,12,31,,7.7,,-2,,2.9,,15.1,,0,,1.3,,0,,1.3,,,,21,,71,
